1074605,494528
1263253,1532603
1077658,122724
1455739,986553
875596,978268
675073,605884
517561,142315
991455,4337
740674,144774
157874,81026
1174241,1026356
617434,699472
1531122,433414
1284300,1611453
1640614,730130
989286,1607882
1380829,504532
577398,622407
344727,1385252
1274313,1306727
561324,1242819
112200,1186854
219377,235983
480648,136544
564063,1533733
47395,185559
951687,986283
140241,879689
689988,1113245
796470,585509
1260938,1035035
1047874,1352436
474721,382820
307420,421370
796470,653375
773051,1539382
792856,16152
1314825,1095111
1249857,1294696
1357703,1134614
1433261,119523
143199,968456
489956,697493
1222930,792546
1061547,1600435
860391,541053
423708,561203
874117,1593403
1629379,1134810
1159691,1047874
1613055,221569
1110730,307420
661157,1388745
934021,189636
634291,1619361
1048966,528944
1306765,350328
61440,54390
165541,709833
1306193,989690
516204,25078
47395,1195252
561053,1514819
657495,285552
579140,720479
735784,1293729
464528,373523
1436251,423132
602504,986438
1038694,499969
8129,1479771
1524328,1381944
1415024,1264780
339427,56696
14523,1638290
1616281,216477
578807,675098
907890,284125
1400598,170035
532883,1439871
573719,841967
568166,1028942
738515,635908
535649,273912
1051019,751230
301915,1395714
184558,951584
1361919,566245
281887,1237599
143148,334301
599981,1226159
927889,412498
164113,1164280
1491933,1487466
434125,1668786
1229932,621902
1334505,1334505
931796,988859
248569,136544
1514819,1061854
431196,504561
1442019,1564600
520778,733356
1402404,1439871
399299,493396
323962,1514340
1495403,366623
599981,585044
157874,1572538
1590777,913891
1572538,1510357
1416218,114018
1103642,1428481
613294,1436325
1637893,1264901
621195,1635070
920980,771150
994186,616104
219377,705569
1284300,54594
705569,312901
467784,329014
81153,1111837
577817,1622323
1343797,292076
1011938,846824
431913,204652
867510,751230
561053,1027861
544326,310638
78278,723564
1351294,1619958
1093204,449339
1668786,1533722
697493,1104336
1286906,989690
373869,1467616
6355,609072
822959,822959
1532603,362978
1445179,306743
731205,453475
705569,745270
992513,992513
1521771,266761
81347,637618
692231,338135
168497,1284841
874117,942733
887796,179249
1577734,1249476
313008,1439871
357939,839023
396769,184558
895473,992305
709833,168407
339427,1260087
705547,1245043
400031,192208
1624752,479389
11495,1359855
480655,561419
1380335,529187
979434,1605173
320211,126055
406108,433883
702346,875596
1142812,1603825
142894,220293
1615517,401463
179249,1052088
527514,685289
603208,254562
86340,86340
730724,937761
1417788,602809
840815,1425349
951674,1150013
162402,460788
402207,513005
499930,1595391
858634,93856
1250350,1494777
384132,659508
992231,1129638
1493749,770613
1595038,457280
1046072,1407357
685623,1131792
486607,68706
490645,569129
789721,108475
1642574,1661933
1499915,757319
1145456,771088
1581945,1581945
976174,449784
140241,1167831
678022,772829
307420,1574811
161519,1294686
489517,1523991
1638422,1638422
1479771,327837
170944,170944
500851,384132
422549,137832
1149117,938211
1582334,1260740
915311,42673
1142812,874089
1356542,1632344
992953,145379
771150,1638290
598892,502375
685289,387527
1163739,222677
661505,489517
763934,1399153
787435,860401
1100094,1035035
738046,31324
1019375,116111
1340198,794749
478088,422378
677301,281887
623692,982247
585799,1294686
979923,1504039
499930,298641
1432270,863437
1614865,636207
1216897,44875
1195763,1363225
937804,649984
1441501,1611453
917835,474721
524208,282410
1590422,636207
621188,15767
1213090,562714
1052088,83338
1514819,1119331
627318,220293
20943,20943
456763,621195
730724,27583
294624,1184645
1111837,170944
1528870,344727
205925,1639895
1299158,1045805
147042,87905
773051,470485
74238,334189
179237,689105
1229618,1637893
1437619,1358040
107235,126055
256897,1582334
543344,83338
1277668,69788
864288,80054
940914,1586200
1532770,979843
1531806,1213232
745270,126470
1312855,196744
1201505,1474082
